workerid,proliferate.condition,block_id,condition,item_id,original_choice,response,rt,trial_num,verb,error
319,condition1,3,juede_unclear,119,觉得,juede,19606,36,juede,
319,condition1,3,filler,906,点睛,correct,21453,37,filler,
319,condition1,3,juede_unclear,111,觉得,juede,16620,38,juede,
319,condition1,3,yiwei_unclear,110,以为,yiwei,67199,39,yiwei,
319,condition1,3,yiwei_contrastive,3,以为,yiwei,39839,40,yiwei,
319,condition1,4,filler,910,作气,correct,27559,41,filler,
319,condition1,4,yiwei_unclear,105,以为,yiwei,57875,42,yiwei,
319,condition1,4,juede_contrastive,13,觉得,juede,17241,43,juede,
319,condition1,4,juede_unclear,120,觉得,juede,39939,44,juede,
319,condition1,4,yiwei_contrastive,4,以为,yiwei,69457,45,yiwei,
319,condition1,4,yiwei_unclear,107,以为,yiwei,23539,46,yiwei,
319,condition1,4,filler,904,以后,correct,25866,47,filler,
319,condition1,4,juede_contrastive,14,觉得,juede,30353,48,juede,
319,condition1,4,yiwei_contrastive,6,以为,yiwei,42096,49,yiwei,
319,condition1,4,juede_unclear,117,觉得,juede,44024,50,juede,
283,condition1,practice,practice_1,301,lai,correct,,0,NA,
283,condition1,practice,practice_2,302,pohuai,ambiguous,,0,NA,
283,condition1,practice,practice_3,303,jiang,ambiguous,,0,NA,
283,condition1,practice,practice_4,304,qu,correct,,0,NA,
283,condition1,0,juede_unclear,115,觉得,juede,20428,1,juede,
283,condition1,0,yiwei_contrastive,4,以为,yiwei,27163,2,yiwei,
283,condition1,0,juede_unclear,113,觉得,juede,18604,3,juede,
283,condition1,0,filler,904,以后,correct,11346,4,filler,
283,condition1,0,yiwei_contrastive,10,觉得,juede,12229,5,yiwei,
283,condition1,0,juede_contrastive,15,觉得,juede,24031,6,juede,
283,condition1,0,yiwei_unclear,104,以为,yiwei,24350,7,yiwei,
283,condition1,0,filler,906,点睛,correct,17067,8,filler,
283,condition1,0,yiwei_unclear,106,以为,yiwei,23629,9,yiwei,
283,condition1,0,juede_contrastive,17,觉得,juede,9702,10,juede,
283,condition1,1,filler,908,拆桥,correct,7235,11,filler,
283,condition1,1,yiwei_unclear,103,以为,yiwei,18443,12,yiwei,
283,condition1,1,juede_contrastive,12,觉得,juede,7908,13,juede,
283,condition1,1,yiwei_contrastive,6,以为,yiwei,15380,14,yiwei,
283,condition1,1,juede_unclear,119,觉得,juede,15239,15,juede,
283,condition1,1,filler,905,桃源,correct,11390,16,filler,
283,condition1,1,juede_unclear,114,觉得,juede,8631,17,juede,
283,condition1,1,yiwei_contrastive,3,以为,yiwei,14267,18,yiwei,
283,condition1,1,juede_contrastive,11,觉得,juede,9139,19,juede,
283,condition1,1,yiwei_unclear,109,以为,yiwei,9395,20,yiwei,
283,condition1,2,juede_unclear,117,觉得,juede,23111,21,juede,
283,condition1,2,juede_contrastive,19,觉得,juede,11398,22,juede,
283,condition1,2,filler,902,以前,correct,7195,23,filler,
283,condition1,2,yiwei_unclear,110,以为,yiwei,17016,24,yiwei,
283,condition1,2,filler,907,谈兵,correct,7371,25,filler,
283,condition1,2,juede_contrastive,13,觉得,juede,11002,26,juede,
283,condition1,2,juede_unclear,112,觉得,juede,10368,27,juede,
283,condition1,2,yiwei_contrastive,8,以为,yiwei,16442,28,yiwei,
283,condition1,2,yiwei_unclear,101,以为,yiwei,10624,29,yiwei,
283,condition1,2,yiwei_contrastive,5,以为,yiwei,16226,30,yiwei,
283,condition1,3,yiwei_unclear,102,觉得,juede,20183,31,yiwei,
283,condition1,3,yiwei_contrastive,7,以为,yiwei,17661,32,yiwei,
283,condition1,3,juede_contrastive,20,觉得,juede,14984,33,juede,
283,condition1,3,juede_contrastive,18,觉得,juede,10484,34,juede,
283,condition1,3,filler,903,以后,correct,7361,35,filler,
283,condition1,3,juede_unclear,118,觉得,juede,7953,36,juede,
283,condition1,3,juede_unclear,116,觉得,juede,11018,37,juede,
283,condition1,3,filler,910,作气,correct,7340,38,filler,
283,condition1,3,yiwei_contrastive,1,以为,yiwei,8278,39,yiwei,
283,condition1,3,yiwei_unclear,107,以为,yiwei,9073,40,yiwei,
283,condition1,4,juede_contrastive,16,觉得,juede,9737,41,juede,
283,condition1,4,juede_unclear,111,觉得,juede,6936,42,juede,
283,condition1,4,juede_contrastive,14,觉得,juede,6498,43,juede,
283,condition1,4,yiwei_unclear,105,以为,yiwei,19830,44,yiwei,
283,condition1,4,yiwei_unclear,108,以为,yiwei,19154,45,yiwei,
283,condition1,4,juede_unclear,120,觉得,juede,7414,46,juede,
283,condition1,4,filler,909,画蛇,correct,7488,47,filler,
283,condition1,4,yiwei_contrastive,2,以为,yiwei,7918,48,yiwei,
283,condition1,4,filler,901,以前,correct,7779,49,filler,
283,condition1,4,yiwei_contrastive,9,以为,yiwei,16088,50,yiwei,
346,condition1,practice,practice_1,301,lai,correct,,0,NA,
346,condition1,practice,practice_2,302,pohuai,ambiguous,,0,NA,
346,condition1,practice,practice_3,303,jiang,ambiguous,,0,NA,
346,condition1,practice,practice_4,304,qu,correct,,0,NA,
346,condition1,0,juede_contrastive,15,觉得,juede,29097,1,juede,
346,condition1,0,yiwei_contrastive,6,以为,yiwei,13213,2,yiwei,
346,condition1,0,juede_contrastive,20,觉得,juede,21059,3,juede,
346,condition1,0,yiwei_unclear,107,以为,yiwei,21109,4,yiwei,
346,condition1,0,filler,901,以前,correct,14719,5,filler,
346,condition1,0,filler,903,以后,correct,11522,6,filler,
346,condition1,0,juede_unclear,118,觉得,juede,14409,7,juede,
346,condition1,0,yiwei_unclear,110,觉得,juede,48924,8,yiwei,
346,condition1,0,yiwei_contrastive,5,以为,yiwei,22571,9,yiwei,
346,condition1,0,juede_unclear,116,觉得,juede,19123,10,juede,
346,condition1,1,filler,910,作气,correct,10911,11,filler,
346,condition1,1,yiwei_contrastive,2,以为,yiwei,17545,12,yiwei,
346,condition1,1,juede_contrastive,19,觉得,juede,11010,13,juede,
346,condition1,1,yiwei_contrastive,9,以为,yiwei,44573,14,yiwei,
346,condition1,1,yiwei_unclear,101,以为,yiwei,7625,15,yiwei,
346,condition1,1,juede_unclear,117,以为,yiwei,36224,16,juede,
346,condition1,1,juede_unclear,120,觉得,juede,19946,17,juede,
346,condition1,1,juede_contrastive,17,觉得,juede,36597,18,juede,
346,condition1,1,filler,909,画蛇,correct,13162,19,filler,
346,condition1,1,yiwei_unclear,103,以为,yiwei,16201,20,yiwei,
346,condition1,2,filler,906,点睛,correct,9858,21,filler,
346,condition1,2,juede_contrastive,13,以为,yiwei,9368,22,juede,
346,condition1,2,yiwei_unclear,102,觉得,juede,10913,23,yiwei,
346,condition1,2,yiwei_unclear,106,以为,yiwei,20699,24,yiwei,
346,condition1,2,juede_unclear,112,觉得,juede,15751,25,juede,
346,condition1,2,filler,902,以前,correct,8087,26,filler,
346,condition1,2,juede_contrastive,14,觉得,juede,16988,27,juede,
346,condition1,2,juede_unclear,111,觉得,juede,10334,28,juede,
346,condition1,2,yiwei_contrastive,7,以为,yiwei,29661,29,yiwei,
346,condition1,2,yiwei_contrastive,1,以为,yiwei,29946,30,yiwei,
346,condition1,3,yiwei_unclear,105,以为,yiwei,15475,31,yiwei,
346,condition1,3,yiwei_contrastive,8,以为,yiwei,45732,32,yiwei,
346,condition1,3,juede_contrastive,12,觉得,juede,10808,33,juede,
346,condition1,3,yiwei_unclear,108,觉得,juede,21395,34,yiwei,
346,condition1,3,yiwei_contrastive,10,以为,yiwei,5513,35,yiwei,
346,condition1,3,filler,905,桃源,correct,6882,36,filler,
346,condition1,3,filler,904,以后,correct,9971,37,filler,
346,condition1,3,juede_contrastive,18,觉得,juede,35478,38,juede,
346,condition1,3,juede_unclear,115,觉得,juede,12775,39,juede,
346,condition1,3,juede_unclear,113,觉得,juede,8827,40,juede,
346,condition1,4,filler,907,谈兵,correct,3648,41,filler,
346,condition1,4,juede_unclear,119,觉得,juede,14253,42,juede,
346,condition1,4,yiwei_unclear,104,以为,yiwei,10369,43,yiwei,
346,condition1,4,juede_contrastive,11,觉得,juede,5954,44,juede,
346,condition1,4,yiwei_contrastive,3,以为,yiwei,13436,45,yiwei,
346,condition1,4,juede_contrastive,16,觉得,juede,7794,46,juede,
346,condition1,4,yiwei_unclear,109,以为,yiwei,9580,47,yiwei,
346,condition1,4,yiwei_contrastive,4,以为,yiwei,31447,48,yiwei,
346,condition1,4,juede_unclear,114,觉得,juede,14045,49,juede,
346,condition1,4,filler,908,拆桥,correct,4274,50,filler,
323,condition1,practice,practice_1,301,lai,correct,,0,NA,
323,condition1,practice,practice_2,302,sunhuai,ambiguous,,0,NA,
323,condition1,practice,practice_3,303,ba,ambiguous,,0,NA,
323,condition1,practice,practice_4,304,qu,correct,,0,NA,
323,condition1,0,juede_unclear,120,觉得,juede,41443,1,juede,
323,condition1,0,filler,910,作气,correct,33069,2,filler,
323,condition1,0,yiwei_contrastive,7,以为,yiwei,65764,3,yiwei,
323,condition1,0,yiwei_contrastive,10,觉得,juede,30431,4,yiwei,
323,condition1,0,filler,901,以前,correct,30303,5,filler,
323,condition1,0,juede_contrastive,18,觉得,juede,41577,6,juede,
323,condition1,0,juede_contrastive,17,以为,yiwei,36000,7,juede,
323,condition1,0,yiwei_unclear,102,觉得,juede,44148,8,yiwei,
323,condition1,0,yiwei_unclear,109,以为,yiwei,32122,9,yiwei,
323,condition1,0,juede_unclear,116,以为,yiwei,55602,10,juede,
323,condition1,1,filler,905,桃源,correct,28386,11,filler,
323,condition1,1,yiwei_contrastive,9,以为,yiwei,67796,12,yiwei,
323,condition1,1,juede_contrastive,15,觉得,juede,51624,13,juede,
323,condition1,1,filler,902,以前,correct,21922,14,filler,
323,condition1,1,yiwei_contrastive,4,以为,yiwei,53176,15,yiwei,
323,condition1,1,juede_contrastive,13,觉得,juede,33166,16,juede,
323,condition1,1,juede_unclear,119,觉得,juede,24806,17,juede,
323,condition1,1,yiwei_unclear,106,以为,yiwei,29366,18,yiwei,
323,condition1,1,juede_unclear,115,觉得,juede,56746,19,juede,
323,condition1,1,yiwei_unclear,110,以为,yiwei,35575,20,yiwei,
323,condition1,2,yiwei_contrastive,2,以为,yiwei,17527,21,yiwei,
323,condition1,2,yiwei_unclear,104,以为,yiwei,22933,22,yiwei,
323,condition1,2,yiwei_unclear,107,觉得,juede,25948,23,yiwei,
323,condition1,2,juede_contrastive,20,觉得,juede,47536,24,juede,
323,condition1,2,yiwei_contrastive,3,以为,yiwei,19488,25,yiwei,
323,condition1,2,filler,903,以前,incorrect,85748,26,filler,
323,condition1,2,juede_unclear,114,觉得,juede,51664,27,juede,
323,condition1,2,filler,909,画蛇,correct,23575,28,filler,
323,condition1,2,juede_unclear,118,觉得,juede,41458,29,juede,
323,condition1,2,juede_contrastive,16,觉得,juede,26992,30,juede,
323,condition1,3,yiwei_unclear,105,以为,yiwei,42644,31,yiwei,
323,condition1,3,filler,907,谈兵,correct,18485,32,filler,
323,condition1,3,juede_contrastive,14,觉得,juede,19553,33,juede,
323,condition1,3,filler,904,以后,correct,20798,34,filler,
323,condition1,3,juede_unclear,111,觉得,juede,11536,35,juede,
323,condition1,3,yiwei_unclear,103,以为,yiwei,22402,36,yiwei,
323,condition1,3,juede_unclear,112,觉得,juede,28329,37,juede,
323,condition1,3,yiwei_contrastive,8,以为,yiwei,38895,38,yiwei,
323,condition1,3,yiwei_contrastive,6,以为,yiwei,22724,39,yiwei,
323,condition1,3,juede_contrastive,11,觉得,juede,27437,40,juede,
323,condition1,4,juede_unclear,113,觉得,juede,27028,41,juede,
323,condition1,4,filler,908,拆桥,correct,22088,42,filler,
323,condition1,4,juede_unclear,117,觉得,juede,29886,43,juede,
323,condition1,4,yiwei_unclear,108,以为,yiwei,35594,44,yiwei,
323,condition1,4,yiwei_unclear,101,以为,yiwei,44398,45,yiwei,
323,condition1,4,juede_contrastive,19,觉得,juede,39258,46,juede,
323,condition1,4,yiwei_contrastive,5,以为,yiwei,19552,47,yiwei,
323,condition1,4,filler,906,点睛,correct,24446,48,filler,
323,condition1,4,juede_contrastive,12,觉得,juede,51294,49,juede,
323,condition1,4,yiwei_contrastive,1,以为,yiwei,15935,50,yiwei,
359,condition1,practice,practice_1,301,lai,correct,,0,NA,
359,condition1,practice,practice_2,302,pohuai,ambiguous,,0,NA,
359,condition1,practice,practice_3,303,ba,ambiguous,,0,NA,
359,condition1,practice,practice_4,304,qu,correct,,0,NA,
359,condition1,0,juede_contrastive,19,觉得,juede,18724,1,juede,
359,condition1,0,juede_contrastive,18,觉得,juede,23733,2,juede,
359,condition1,0,yiwei_contrastive,6,以为,yiwei,12609,3,yiwei,
359,condition1,0,filler,907,谈兵,correct,10590,4,filler,
359,condition1,0,yiwei_contrastive,7,以为,yiwei,13101,5,yiwei,
359,condition1,0,yiwei_unclear,108,觉得,juede,20388,6,yiwei,
359,condition1,0,yiwei_unclear,110,以为,yiwei,19842,7,yiwei,
359,condition1,0,juede_unclear,116,觉得,juede,24244,8,juede,
359,condition1,0,filler,910,作气,correct,12517,9,filler,
359,condition1,0,juede_unclear,117,觉得,juede,31745,10,juede,
359,condition1,1,yiwei_contrastive,8,以为,yiwei,23777,11,yiwei,
359,condition1,1,filler,906,点睛,correct,12740,12,filler,
359,condition1,1,juede_unclear,113,觉得,juede,12269,13,juede,
359,condition1,1,juede_contrastive,17,以为,yiwei,11875,14,juede,
359,condition1,1,yiwei_unclear,107,以为,yiwei,19017,15,yiwei,
359,condition1,1,yiwei_unclear,101,以为,yiwei,18150,16,yiwei,
359,condition1,1,yiwei_contrastive,10,以为,yiwei,12209,17,yiwei,
359,condition1,1,filler,904,以后,correct,14625,18,filler,
359,condition1,1,juede_contrastive,12,觉得,juede,14191,19,juede,
359,condition1,1,juede_unclear,119,觉得,juede,11859,20,juede,
359,condition1,2,yiwei_contrastive,1,以为,yiwei,13110,21,yiwei,
359,condition1,2,juede_contrastive,14,觉得,juede,15414,22,juede,
359,condition1,2,filler,908,拆桥,correct,12007,23,filler,
359,condition1,2,yiwei_unclear,104,以为,yiwei,14240,24,yiwei,
359,condition1,2,yiwei_unclear,106,以为,yiwei,14872,25,yiwei,
359,condition1,2,filler,903,以后,correct,10181,26,filler,
359,condition1,2,juede_unclear,115,觉得,juede,14080,27,juede,
359,condition1,2,juede_unclear,111,觉得,juede,13548,28,juede,
359,condition1,2,juede_contrastive,15,觉得,juede,25172,29,juede,
359,condition1,2,yiwei_contrastive,2,以为,yiwei,12151,30,yiwei,
359,condition1,3,filler,901,以前,correct,17869,31,filler,
359,condition1,3,juede_unclear,114,觉得,juede,16021,32,juede,
359,condition1,3,filler,902,以前,correct,8758,33,filler,
359,condition1,3,juede_contrastive,11,觉得,juede,11842,34,juede,
359,condition1,3,yiwei_unclear,103,以为,yiwei,18348,35,yiwei,
359,condition1,3,yiwei_contrastive,9,觉得,juede,27373,36,yiwei,
359,condition1,3,yiwei_unclear,109,以为,yiwei,30372,37,yiwei,
359,condition1,3,juede_contrastive,16,觉得,juede,15338,38,juede,
359,condition1,3,yiwei_contrastive,3,以为,yiwei,12935,39,yiwei,
359,condition1,3,juede_unclear,118,觉得,juede,16567,40,juede,
359,condition1,4,yiwei_unclear,105,以为,yiwei,13906,41,yiwei,
359,condition1,4,juede_contrastive,13,觉得,juede,15494,42,juede,
359,condition1,4,juede_contrastive,20,觉得,juede,13397,43,juede,
359,condition1,4,filler,905,桃源,correct,9861,44,filler,
359,condition1,4,juede_unclear,112,觉得,juede,16854,45,juede,
359,condition1,4,juede_unclear,120,以为,yiwei,11483,46,juede,
359,condition1,4,yiwei_unclear,102,觉得,juede,18810,47,yiwei,
359,condition1,4,yiwei_contrastive,5,以为,yiwei,6771,48,yiwei,
359,condition1,4,filler,909,画蛇,correct,6549,49,filler,
359,condition1,4,yiwei_contrastive,4,以为,yiwei,12244,50,yiwei,
337,condition1,practice,practice_1,301,lai,correct,,0,NA,
337,condition1,practice,practice_2,302,pohuai,ambiguous,,0,NA,
337,condition1,practice,practice_3,303,ba,ambiguous,,0,NA,
337,condition1,practice,practice_4,304,qu,correct,,0,NA,
337,condition1,0,filler,903,以后,correct,21696,1,filler,
337,condition1,0,filler,908,拆桥,correct,9411,2,filler,
337,condition1,0,yiwei_contrastive,4,以为,yiwei,31292,3,yiwei,
337,condition1,0,juede_contrastive,18,觉得,juede,16526,4,juede,
337,condition1,0,yiwei_unclear,106,以为,yiwei,24286,5,yiwei,
337,condition1,0,yiwei_contrastive,9,以为,yiwei,25503,6,yiwei,
337,condition1,0,juede_unclear,118,觉得,juede,21234,7,juede,
337,condition1,0,juede_contrastive,16,觉得,juede,55248,8,juede,
337,condition1,0,yiwei_unclear,110,以为,yiwei,15194,9,yiwei,
337,condition1,0,juede_unclear,114,觉得,juede,13692,10,juede,
337,condition1,1,juede_contrastive,15,觉得,juede,34568,11,juede,
337,condition1,1,yiwei_unclear,103,以为,yiwei,16362,12,yiwei,
337,condition1,1,yiwei_contrastive,6,以为,yiwei,11446,13,yiwei,
337,condition1,1,juede_unclear,111,觉得,juede,8896,14,juede,
337,condition1,1,juede_contrastive,12,觉得,juede,12812,15,juede,
337,condition1,1,juede_unclear,113,觉得,juede,12092,16,juede,
337,condition1,1,yiwei_contrastive,10,以为,yiwei,11968,17,yiwei,
337,condition1,1,yiwei_unclear,105,以为,yiwei,75422,18,yiwei,
337,condition1,1,filler,901,以前,correct,10332,19,filler,
337,condition1,1,filler,909,画蛇,correct,11084,20,filler,
337,condition1,2,juede_unclear,120,觉得,juede,13149,21,juede,
337,condition1,2,yiwei_unclear,109,以为,yiwei,9271,22,yiwei,
337,condition1,2,juede_contrastive,11,觉得,juede,11956,23,juede,
337,condition1,2,yiwei_contrastive,5,以为,yiwei,11958,24,yiwei,
337,condition1,2,filler,907,谈兵,correct,7008,25,filler,
337,condition1,2,yiwei_unclear,107,以为,yiwei,8734,26,yiwei,
337,condition1,2,juede_contrastive,13,觉得,juede,21914,27,juede,
337,condition1,2,juede_unclear,116,觉得,juede,25864,28,juede,
337,condition1,2,filler,906,点睛,correct,63616,29,filler,
337,condition1,2,yiwei_contrastive,8,以为,yiwei,15360,30,yiwei,
337,condition1,3,filler,910,作气,correct,14040,31,filler,
337,condition1,3,yiwei_contrastive,3,以为,yiwei,6370,32,yiwei,
337,condition1,3,yiwei_unclear,102,觉得,juede,21340,33,yiwei,
337,condition1,3,juede_unclear,115,觉得,juede,19090,34,juede,
337,condition1,3,juede_unclear,117,觉得,juede,17756,35,juede,
337,condition1,3,yiwei_contrastive,2,以为,yiwei,11234,36,yiwei,
337,condition1,3,filler,905,桃源,correct,8724,37,filler,
337,condition1,3,juede_contrastive,20,觉得,juede,44006,38,juede,
337,condition1,3,yiwei_unclear,108,觉得,juede,14116,39,yiwei,
337,condition1,3,juede_contrastive,14,觉得,juede,15647,40,juede,
337,condition1,4,juede_unclear,112,觉得,juede,11647,41,juede,
337,condition1,4,juede_contrastive,19,觉得,juede,9356,42,juede,
337,condition1,4,filler,904,以后,correct,12981,43,filler,
337,condition1,4,yiwei_contrastive,1,以为,yiwei,15793,44,yiwei,
337,condition1,4,filler,902,以前,correct,7398,45,filler,
337,condition1,4,juede_unclear,119,觉得,juede,13927,46,juede,
337,condition1,4,yiwei_unclear,104,以为,yiwei,9653,47,yiwei,
337,condition1,4,yiwei_unclear,101,觉得,juede,30638,48,yiwei,
337,condition1,4,juede_contrastive,17,觉得,juede,10970,49,juede,
337,condition1,4,yiwei_contrastive,7,以为,yiwei,9485,50,yiwei,
295,condition1,practice,practice_1,301,lai,correct,,0,NA,
295,condition1,practice,practice_2,302,pohuai,ambiguous,,0,NA,
295,condition1,practice,practice_3,303,ba,ambiguous,,0,NA,
295,condition1,practice,practice_4,304,qu,correct,,0,NA,
295,condition1,0,juede_unclear,113,觉得,juede,11917,1,juede,
295,condition1,0,juede_contrastive,17,以为,yiwei,13298,2,juede,
295,condition1,0,yiwei_unclear,107,以为,yiwei,9180,3,yiwei,
295,condition1,0,yiwei_unclear,104,以为,yiwei,8677,4,yiwei,
295,condition1,0,filler,905,花园,incorrect,15056,5,filler,
295,condition1,0,filler,908,拆桥,correct,15701,6,filler,
295,condition1,0,juede_unclear,114,觉得,juede,21782,7,juede,
295,condition1,0,yiwei_contrastive,9,以为,yiwei,21469,8,yiwei,
295,condition1,0,yiwei_contrastive,7,以为,yiwei,11150,9,yiwei,
295,condition1,0,juede_contrastive,19,觉得,juede,8082,10,juede,
295,condition1,1,filler,909,画蛇,correct,19355,11,filler,
295,condition1,1,yiwei_contrastive,5,以为,yiwei,3411,12,yiwei,
295,condition1,1,juede_contrastive,14,觉得,juede,3632,13,juede,
295,condition1,1,juede_unclear,119,觉得,juede,2936,14,juede,
295,condition1,1,yiwei_unclear,105,以为,yiwei,4054,15,yiwei,
295,condition1,1,juede_unclear,120,以为,yiwei,5964,16,juede,
295,condition1,1,filler,906,点睛,correct,2977,17,filler,
295,condition1,1,juede_contrastive,15,以为,yiwei,10113,18,juede,
295,condition1,1,yiwei_unclear,106,觉得,juede,3742,19,yiwei,
295,condition1,1,yiwei_contrastive,6,以为,yiwei,2581,20,yiwei,
295,condition1,2,juede_contrastive,18,以为,yiwei,5340,21,juede,
295,condition1,2,juede_unclear,112,觉得,juede,4210,22,juede,
295,condition1,2,filler,910,作气,correct,2423,23,filler,
