workerid,proliferate.condition,block_id,condition,item_id,response,rt,trial_num,verb,error
502,condition1,3,yiwei_contrastive,2,以為,8146,39,yiwei,
502,condition1,3,filler,901,撓,91404,40,filler,
502,condition1,4,yiwei_contrastive,1,覺得,11707,41,yiwei,
502,condition1,4,juede_contrastive,16,拿的,12476,42,juede,
502,condition1,4,filler,902,盜,33662,43,filler,
502,condition1,4,juede_unclear,117,放了,9337,44,juede,
502,condition1,4,juede_unclear,115,不認為,11515,45,juede,
502,condition1,4,yiwei_contrastive,7,認為,12818,46,yiwei,
502,condition1,4,yiwei_unclear,105,想,6756,47,yiwei,
502,condition1,4,yiwei_unclear,106,像,13520,48,yiwei,
502,condition1,4,filler,907,談,4173,49,filler,
502,condition1,4,juede_contrastive,19,畫得,15679,50,juede,
485,condition1,practice,practice_1,301,在放,,0,NA,
485,condition1,practice,practice_2,302,打,,0,NA,
485,condition1,practice,practice_3,303,发,,0,NA,
485,condition1,practice,practice_4,304,闹,,0,NA,
485,condition1,0,juede_unclear,112,真的觉得,20201,1,juede,
485,condition1,0,yiwei_unclear,110,听说,9904,2,yiwei,
485,condition1,0,juede_contrastive,18,管理的,48492,3,juede,
485,condition1,0,yiwei_contrastive,2,看到,6712,4,yiwei,
485,condition1,0,juede_contrastive,20,来到的,40032,5,juede,
485,condition1,0,filler,905,指,16714,6,filler,
485,condition1,0,yiwei_contrastive,10,觉得我,74770,7,yiwei,
485,condition1,0,juede_unclear,111,发现,4719,8,juede,
485,condition1,0,filler,901,搔,25206,9,filler,
485,condition1,0,yiwei_unclear,107,是男的而,21913,10,yiwei,
485,condition1,1,filler,904,拔,11361,11,filler,
485,condition1,1,juede_unclear,117,藏,13686,12,juede,
485,condition1,1,yiwei_contrastive,4,喜欢,11294,13,yiwei,
485,condition1,1,filler,902,偷,25474,14,filler,
485,condition1,1,yiwei_unclear,103,给他的,34075,15,yiwei,
485,condition1,1,yiwei_contrastive,5,和,11802,16,yiwei,
485,condition1,1,juede_contrastive,13,买的,17034,17,juede,
485,condition1,1,juede_unclear,116,死,18049,18,juede,
485,condition1,1,juede_contrastive,17,觉得,13550,19,juede,
485,condition1,1,yiwei_unclear,102,说,11438,20,yiwei,
485,condition1,2,filler,906,点,5160,21,filler,
485,condition1,2,juede_unclear,120,站在,9536,22,juede,
485,condition1,2,filler,910,刻,25422,23,filler,
485,condition1,2,yiwei_contrastive,3,想的,9776,24,yiwei,
485,condition1,2,juede_contrastive,15,画的,19078,25,juede,
485,condition1,2,juede_unclear,114,看到,19731,26,juede,
485,condition1,2,yiwei_unclear,108,犯错了，这就,23963,27,yiwei,
485,condition1,2,yiwei_contrastive,9,想,7774,28,yiwei,
485,condition1,2,yiwei_unclear,101,会觉得,6466,29,yiwei,
485,condition1,2,juede_contrastive,16,买的,5135,30,juede,
485,condition1,3,juede_contrastive,11,我看,10119,31,juede,
485,condition1,3,yiwei_unclear,106,发现,51721,32,yiwei,
485,condition1,3,juede_contrastive,14,找到,10930,33,juede,
485,condition1,3,juede_unclear,119,伺候,10682,34,juede,
485,condition1,3,yiwei_unclear,105,玩的,19712,35,yiwei,
485,condition1,3,yiwei_contrastive,1,说,15648,36,yiwei,
485,condition1,3,filler,903,待,5750,37,filler,
485,condition1,3,juede_unclear,113,都说,7376,38,juede,
485,condition1,3,filler,908,拆,8554,39,filler,
485,condition1,3,yiwei_contrastive,7,觉得,7252,40,yiwei,
485,condition1,4,yiwei_contrastive,8,买的,8468,41,yiwei,
485,condition1,4,yiwei_unclear,109,希望,22948,42,yiwei,
485,condition1,4,yiwei_unclear,104,看好,31278,43,yiwei,
485,condition1,4,yiwei_contrastive,6,喜欢吃的,19926,44,yiwei,
485,condition1,4,juede_contrastive,12,认为,7360,45,juede,
485,condition1,4,filler,909,画,6420,46,filler,
485,condition1,4,filler,907,谈,18859,47,filler,
485,condition1,4,juede_contrastive,19,做的,24556,48,juede,
485,condition1,4,juede_unclear,115,发现,6836,49,juede,
485,condition1,4,juede_unclear,118,去追,19397,50,juede,
506,condition1,practice,practice_1,301,放,,0,NA,
506,condition1,practice,practice_2,302,打,,0,NA,
506,condition1,practice,practice_3,303,闹,,0,NA,
506,condition1,practice,practice_4,304,闹,,0,NA,
506,condition1,0,yiwei_contrastive,3,想,21334,1,yiwei,
506,condition1,0,juede_contrastive,13,觉得,56516,2,juede,
506,condition1,0,juede_unclear,119,看,4907,3,juede,
506,condition1,0,juede_unclear,120,说,13988,4,juede,
506,condition1,0,yiwei_contrastive,9,想,6093,5,yiwei,
506,condition1,0,yiwei_unclear,110,认为,9152,6,yiwei,
506,condition1,0,juede_contrastive,20,说,76558,7,juede,
506,condition1,0,filler,901,挠,5436,8,filler,
506,condition1,0,filler,905,指,9218,9,filler,
506,condition1,0,yiwei_unclear,106,剩,6667,10,yiwei,
506,condition1,1,juede_unclear,113,说,4946,11,juede,
506,condition1,1,juede_contrastive,16,看,5600,12,juede,
506,condition1,1,juede_unclear,111,觉得,5901,13,juede,
506,condition1,1,filler,908,拆,14953,14,filler,
506,condition1,1,yiwei_contrastive,4,说,7150,15,yiwei,
506,condition1,1,yiwei_unclear,104,看,3696,16,yiwei,
506,condition1,1,filler,904,拔,4234,17,filler,
506,condition1,1,yiwei_unclear,101,以为,5989,18,yiwei,
506,condition1,1,juede_contrastive,15,看,3600,19,juede,
506,condition1,1,yiwei_contrastive,2,以为,5482,20,yiwei,
506,condition1,2,juede_contrastive,12,觉得,6099,21,juede,
506,condition1,2,yiwei_contrastive,7,觉得,5171,22,yiwei,
506,condition1,2,yiwei_unclear,107,以为,4170,23,yiwei,
506,condition1,2,juede_unclear,114,看,5264,24,juede,
506,condition1,2,juede_unclear,118,觉得,3851,25,juede,
506,condition1,2,filler,902,盗,4383,26,filler,
506,condition1,2,yiwei_contrastive,6,觉得,4318,27,yiwei,
506,condition1,2,yiwei_unclear,108,说,6658,28,yiwei,
506,condition1,2,juede_contrastive,19,觉得,4079,29,juede,
506,condition1,2,filler,907,谈,4121,30,filler,
506,condition1,3,yiwei_contrastive,10,以为,3550,31,yiwei,
506,condition1,3,yiwei_unclear,109,让,3411,32,yiwei,
506,condition1,3,filler,910,刻,4639,33,filler,
506,condition1,3,filler,909,画,3967,34,filler,
506,condition1,3,juede_contrastive,17,当,5533,35,juede,
506,condition1,3,juede_contrastive,14,说,4599,36,juede,
506,condition1,3,yiwei_unclear,102,说,4301,37,yiwei,
506,condition1,3,juede_unclear,116,觉得,5301,38,juede,
506,condition1,3,yiwei_contrastive,5,以为,5000,39,yiwei,
506,condition1,3,juede_unclear,112,发现,15748,40,juede,
506,condition1,4,yiwei_contrastive,1,说,3801,41,yiwei,
506,condition1,4,juede_unclear,115,觉得,4784,42,juede,
506,condition1,4,yiwei_unclear,103,以为,9778,43,yiwei,
506,condition1,4,juede_unclear,117,放,3559,44,juede,
506,condition1,4,yiwei_unclear,105,觉得,172737,45,yiwei,
506,condition1,4,juede_contrastive,11,看,10274,46,juede,
506,condition1,4,yiwei_contrastive,8,以为,4266,47,yiwei,
506,condition1,4,filler,906,点,3484,48,filler,
506,condition1,4,juede_contrastive,18,认为,6248,49,juede,
506,condition1,4,filler,903,待,4136,50,filler,
511,condition1,practice,practice_1,301,放,,0,NA,
511,condition1,practice,practice_2,302,打,,0,NA,
511,condition1,practice,practice_3,303,发,,0,NA,
511,condition1,practice,practice_4,304,闹,,0,NA,
511,condition1,0,juede_unclear,114,推,70743,1,juede,
511,condition1,0,juede_contrastive,17,要,31820,2,juede,
511,condition1,0,yiwei_unclear,107,说,17182,3,yiwei,
511,condition1,0,juede_unclear,117,放,8101,4,juede,
511,condition1,0,filler,906,点,5750,5,filler,
511,condition1,0,juede_contrastive,18,说,6596,6,juede,
511,condition1,0,yiwei_contrastive,1,说,7167,7,yiwei,
511,condition1,0,filler,901,挠,7383,8,filler,
511,condition1,0,yiwei_contrastive,9,买的,21500,9,yiwei,
511,condition1,0,yiwei_unclear,101,怪罪,10317,10,yiwei,
511,condition1,1,juede_contrastive,19,觉得,9649,11,juede,
511,condition1,1,juede_unclear,119,你看,7069,12,juede,
511,condition1,1,juede_unclear,111,觉得,5617,13,juede,
511,condition1,1,yiwei_contrastive,10,以为,21812,14,yiwei,
511,condition1,1,filler,904,拔,7867,15,filler,
511,condition1,1,yiwei_contrastive,7,的伤,29083,16,yiwei,
511,condition1,1,filler,909,画,13019,17,filler,
511,condition1,1,yiwei_unclear,110,以为,36147,18,yiwei,
511,condition1,1,juede_contrastive,13,说的,10620,19,juede,
511,condition1,1,yiwei_unclear,108,忽略了原本,51829,20,yiwei,
511,condition1,2,juede_unclear,113,都觉得,5300,21,juede,
511,condition1,2,yiwei_contrastive,8,找了,24383,22,yiwei,
511,condition1,2,filler,903,待,6616,23,filler,
511,condition1,2,juede_contrastive,20,画的,11567,24,juede,
511,condition1,2,filler,902,盗,6083,25,filler,
511,condition1,2,yiwei_unclear,109,送,11167,26,yiwei,
511,condition1,2,juede_contrastive,16,买的,6266,27,juede,
511,condition1,2,yiwei_unclear,106,发现,22433,28,yiwei,
511,condition1,2,yiwei_contrastive,3,之前说,15050,29,yiwei,
511,condition1,2,juede_unclear,118,认为,15949,30,juede,
511,condition1,3,yiwei_unclear,103,以为,9816,31,yiwei,
511,condition1,3,yiwei_contrastive,2,觉得,10850,32,yiwei,
511,condition1,3,yiwei_unclear,102,认为,9203,33,yiwei,
511,condition1,3,filler,907,谈,3633,34,filler,
511,condition1,3,filler,910,画,9251,35,filler,
511,condition1,3,juede_unclear,120,以为,8779,36,juede,
511,condition1,3,juede_contrastive,14,以为,32487,37,juede,
511,condition1,3,yiwei_contrastive,5,以为,12780,38,yiwei,
511,condition1,3,juede_unclear,112,发现,9966,39,juede,
511,condition1,3,juede_contrastive,11,选,21722,40,juede,
511,condition1,4,juede_contrastive,12,觉得,5311,41,juede,
511,condition1,4,juede_unclear,115,认为,8983,42,juede,
511,condition1,4,juede_contrastive,15,画的,16221,43,juede,
511,condition1,4,juede_unclear,116,感觉,8145,44,juede,
511,condition1,4,yiwei_unclear,104,看看,16383,45,yiwei,
511,condition1,4,filler,905,指,6166,46,filler,
511,condition1,4,filler,908,拆,7350,47,filler,
511,condition1,4,yiwei_unclear,105,习惯的,19017,48,yiwei,
511,condition1,4,yiwei_contrastive,6,听说,11766,49,yiwei,
511,condition1,4,yiwei_contrastive,4,听说,7250,50,yiwei,
466,condition1,practice,practice_1,301,放,,0,NA,
466,condition1,practice,practice_2,302,打,,0,NA,
466,condition1,practice,practice_3,303,发,,0,NA,
466,condition1,practice,practice_4,304,闹,,0,NA,
466,condition1,0,filler,909,画,7766,1,filler,
466,condition1,0,yiwei_contrastive,10,弄,73328,2,yiwei,
466,condition1,0,yiwei_unclear,101,以为,58384,3,yiwei,
466,condition1,0,juede_unclear,120,看见,39792,4,juede,
466,condition1,0,juede_contrastive,14,藏,35017,5,juede,
466,condition1,0,juede_contrastive,17,看,22959,6,juede,
466,condition1,0,yiwei_contrastive,1,说,6695,7,yiwei,
466,condition1,0,filler,906,点,7448,8,filler,
466,condition1,0,juede_unclear,119,看,6609,9,juede,
466,condition1,0,yiwei_unclear,107,说,7671,10,yiwei,
466,condition1,1,yiwei_unclear,103,看,7552,11,yiwei,
466,condition1,1,filler,901,挠,6184,12,filler,
466,condition1,1,filler,907,谈,4551,13,filler,
466,condition1,1,juede_contrastive,19,是,8416,14,juede,
466,condition1,1,yiwei_contrastive,9,说,7633,15,yiwei,
466,condition1,1,yiwei_contrastive,4,说,6615,16,yiwei,
466,condition1,1,juede_unclear,113,说,4536,17,juede,
466,condition1,1,yiwei_unclear,106,说,5992,18,yiwei,
466,condition1,1,juede_unclear,115,看,4432,19,juede,
466,condition1,1,juede_contrastive,16,看,5040,20,juede,
466,condition1,2,juede_contrastive,12,看,4176,21,juede,
466,condition1,2,yiwei_unclear,110,说,8360,22,yiwei,
466,condition1,2,yiwei_contrastive,2,看,4392,23,yiwei,
466,condition1,2,juede_unclear,118,看,4368,24,juede,
466,condition1,2,juede_unclear,117,说,7992,25,juede,
466,condition1,2,filler,908,拆,5592,26,filler,
466,condition1,2,filler,905,指,7321,27,filler,
466,condition1,2,yiwei_unclear,105,看,8191,28,yiwei,
466,condition1,2,juede_contrastive,20,说,4904,29,juede,
466,condition1,2,yiwei_contrastive,6,说,4936,30,yiwei,
466,condition1,3,yiwei_contrastive,8,看,4240,31,yiwei,
466,condition1,3,juede_contrastive,18,说,4808,32,juede,
466,condition1,3,yiwei_contrastive,3,说,7354,33,yiwei,
