workerid,proliferate.condition,block_id,condition,item_id,original_choice,response,rt,trial_num,verb,error
324,condition1,3,juede_contrastive,14,以为,yiwei,3134,36,juede,
324,condition1,3,juede_unclear,111,觉得,juede,3694,37,juede,
324,condition1,3,juede_contrastive,17,以为,yiwei,4851,38,juede,
324,condition1,3,filler,908,拆桥,correct,4136,39,filler,
324,condition1,3,yiwei_contrastive,6,觉得,juede,3377,40,yiwei,
324,condition1,4,yiwei_contrastive,3,以为,yiwei,3553,41,yiwei,
324,condition1,4,filler,910,作气,correct,3501,42,filler,
324,condition1,4,juede_unclear,112,觉得,juede,4473,43,juede,
324,condition1,4,filler,901,以前,correct,23125,44,filler,
324,condition1,4,yiwei_unclear,105,以为,yiwei,7037,45,yiwei,
324,condition1,4,juede_contrastive,16,觉得,juede,4736,46,juede,
324,condition1,4,yiwei_contrastive,10,以为,yiwei,3324,47,yiwei,
324,condition1,4,juede_unclear,116,觉得,juede,4648,48,juede,
324,condition1,4,juede_contrastive,11,觉得,juede,4656,49,juede,
324,condition1,4,yiwei_unclear,103,以为,yiwei,9254,50,yiwei,
377,condition1,practice,practice_1,301,bei,correct,,0,NA,
377,condition1,practice,practice_2,302,lai,ambiguous,,0,NA,
377,condition1,practice,practice_3,303,qu,ambiguous,,0,NA,
377,condition1,practice,practice_4,304,ba,correct,,0,NA,
377,condition1,0,yiwei_unclear,103,以为,yiwei,7567,1,yiwei,
377,condition1,0,juede_contrastive,11,觉得,juede,5047,2,juede,
377,condition1,0,yiwei_unclear,105,以为,yiwei,9766,3,yiwei,
377,condition1,0,juede_unclear,118,觉得,juede,8234,4,juede,
377,condition1,0,yiwei_contrastive,6,觉得,juede,5916,5,yiwei,
377,condition1,0,juede_unclear,120,觉得,juede,8685,6,juede,
377,condition1,0,filler,904,以后,correct,11050,7,filler,
377,condition1,0,filler,910,作气,correct,4367,8,filler,
377,condition1,0,yiwei_contrastive,7,觉得,juede,10115,9,yiwei,
377,condition1,0,juede_contrastive,20,觉得,juede,10900,10,juede,
377,condition1,1,juede_unclear,116,觉得,juede,18049,11,juede,
377,condition1,1,yiwei_contrastive,8,以为,yiwei,10567,12,yiwei,
377,condition1,1,juede_contrastive,13,觉得,juede,8301,13,juede,
377,condition1,1,filler,909,画蛇,correct,9099,14,filler,
377,condition1,1,yiwei_contrastive,9,以为,yiwei,3717,15,yiwei,
377,condition1,1,yiwei_unclear,107,觉得,juede,6468,16,yiwei,
377,condition1,1,yiwei_unclear,109,以为,yiwei,5399,17,yiwei,
377,condition1,1,juede_unclear,117,以为,yiwei,14750,18,juede,
377,condition1,1,juede_contrastive,15,觉得,juede,46032,19,juede,
377,condition1,1,filler,908,拆桥,correct,16751,20,filler,
377,condition1,2,yiwei_unclear,104,以为,yiwei,7284,21,yiwei,
377,condition1,2,filler,905,桃源,correct,4301,22,filler,
377,condition1,2,yiwei_unclear,101,以为,yiwei,4550,23,yiwei,
377,condition1,2,yiwei_contrastive,3,觉得,juede,7515,24,yiwei,
377,condition1,2,juede_contrastive,16,觉得,juede,5567,25,juede,
377,condition1,2,filler,903,以后,correct,7899,26,filler,
377,condition1,2,juede_unclear,114,觉得,juede,15635,27,juede,
377,condition1,2,yiwei_contrastive,5,以为,yiwei,21398,28,yiwei,
377,condition1,2,juede_unclear,115,觉得,juede,7783,29,juede,
377,condition1,2,juede_contrastive,18,觉得,juede,9217,30,juede,
377,condition1,3,filler,902,以前,correct,5685,31,filler,
377,condition1,3,yiwei_unclear,110,以为,yiwei,9266,32,yiwei,
377,condition1,3,yiwei_contrastive,2,以为,yiwei,6999,33,yiwei,
377,condition1,3,juede_contrastive,19,觉得,juede,4767,34,juede,
377,condition1,3,yiwei_unclear,108,觉得,juede,23449,35,yiwei,
377,condition1,3,juede_unclear,113,觉得,juede,6917,36,juede,
377,condition1,3,juede_contrastive,17,觉得,juede,29816,37,juede,
377,condition1,3,filler,907,谈兵,correct,3801,38,filler,
377,condition1,3,yiwei_contrastive,1,觉得,juede,5550,39,yiwei,
377,condition1,3,juede_unclear,111,觉得,juede,9433,40,juede,
377,condition1,4,filler,901,以前,correct,7871,41,filler,
377,condition1,4,yiwei_unclear,102,觉得,juede,11062,42,yiwei,
377,condition1,4,juede_unclear,112,觉得,juede,6734,43,juede,
377,condition1,4,filler,906,点睛,correct,7335,44,filler,
377,condition1,4,juede_contrastive,12,觉得,juede,6898,45,juede,
377,condition1,4,yiwei_contrastive,10,以为,yiwei,22700,46,yiwei,
377,condition1,4,yiwei_unclear,106,以为,yiwei,24217,47,yiwei,
377,condition1,4,juede_unclear,119,觉得,juede,7283,48,juede,
377,condition1,4,yiwei_contrastive,4,以为,yiwei,6667,49,yiwei,
377,condition1,4,juede_contrastive,14,觉得,juede,6916,50,juede,
288,condition1,practice,practice_1,301,bei,correct,,0,NA,
288,condition1,practice,practice_2,302,lai,ambiguous,,0,NA,
288,condition1,practice,practice_3,303,lai,ambiguous,,0,NA,
288,condition1,practice,practice_4,304,ba,correct,,0,NA,
288,condition1,0,yiwei_contrastive,10,以为,yiwei,3498,1,yiwei,
288,condition1,0,yiwei_unclear,107,以为,yiwei,5268,2,yiwei,
288,condition1,0,filler,902,以前,correct,3014,3,filler,
288,condition1,0,juede_contrastive,20,以为,yiwei,3633,4,juede,
288,condition1,0,juede_contrastive,13,觉得,juede,3550,5,juede,
288,condition1,0,juede_unclear,111,觉得,juede,3768,6,juede,
288,condition1,0,yiwei_contrastive,7,觉得,juede,4951,7,yiwei,
288,condition1,0,filler,910,作气,correct,2982,8,filler,
288,condition1,0,juede_unclear,120,觉得,juede,5266,9,juede,
288,condition1,0,yiwei_unclear,101,以为,yiwei,4402,10,yiwei,
288,condition1,1,juede_unclear,117,觉得,juede,3997,11,juede,
288,condition1,1,yiwei_unclear,109,觉得,juede,3400,12,yiwei,
288,condition1,1,juede_contrastive,16,觉得,juede,2183,13,juede,
288,condition1,1,juede_contrastive,11,觉得,juede,3217,14,juede,
288,condition1,1,yiwei_unclear,103,以为,yiwei,2666,15,yiwei,
288,condition1,1,filler,908,拆桥,correct,3183,16,filler,
288,condition1,1,filler,901,以前,correct,3750,17,filler,
288,condition1,1,juede_unclear,114,觉得,juede,3416,18,juede,
288,condition1,1,yiwei_contrastive,2,以为,yiwei,2985,19,yiwei,
288,condition1,1,yiwei_contrastive,1,觉得,juede,4050,20,yiwei,
288,condition1,2,juede_contrastive,14,以为,yiwei,4498,21,juede,
288,condition1,2,juede_contrastive,18,觉得,juede,3535,22,juede,
288,condition1,2,filler,904,以后,correct,3948,23,filler,
288,condition1,2,yiwei_unclear,108,以为,yiwei,3750,24,yiwei,
288,condition1,2,yiwei_contrastive,3,觉得,juede,3265,25,yiwei,
288,condition1,2,juede_unclear,116,觉得,juede,4433,26,juede,
288,condition1,2,juede_unclear,115,以为,yiwei,4617,27,juede,
288,condition1,2,yiwei_contrastive,8,以为,yiwei,3400,28,yiwei,
288,condition1,2,yiwei_unclear,106,觉得,juede,5135,29,yiwei,
288,condition1,2,filler,906,点睛,correct,2882,30,filler,
288,condition1,3,juede_unclear,119,觉得,juede,2516,31,juede,
288,condition1,3,juede_contrastive,17,以为,yiwei,2634,32,juede,
288,condition1,3,filler,903,以后,correct,2167,33,filler,
288,condition1,3,yiwei_contrastive,6,觉得,juede,3015,34,yiwei,
288,condition1,3,juede_contrastive,15,觉得,juede,7401,35,juede,
288,condition1,3,juede_unclear,112,觉得,juede,1933,36,juede,
288,condition1,3,yiwei_unclear,105,以为,yiwei,3500,37,yiwei,
288,condition1,3,yiwei_contrastive,5,以为,yiwei,3417,38,yiwei,
288,condition1,3,yiwei_unclear,104,以为,yiwei,3651,39,yiwei,
288,condition1,3,filler,905,桃源,correct,2216,40,filler,
288,condition1,4,juede_unclear,118,觉得,juede,2732,41,juede,
288,condition1,4,filler,907,谈兵,correct,1716,42,filler,
288,condition1,4,juede_unclear,113,觉得,juede,1751,43,juede,
288,condition1,4,yiwei_unclear,102,以为,yiwei,2750,44,yiwei,
288,condition1,4,yiwei_unclear,110,以为,yiwei,3964,45,yiwei,
288,condition1,4,juede_contrastive,12,觉得,juede,2336,46,juede,
288,condition1,4,yiwei_contrastive,4,以为,yiwei,2149,47,yiwei,
288,condition1,4,filler,909,画龙,incorrect,3768,48,filler,
288,condition1,4,yiwei_contrastive,9,以为,yiwei,4917,49,yiwei,
288,condition1,4,juede_contrastive,19,觉得,juede,3916,50,juede,
373,condition1,practice,practice_1,301,bei,correct,,0,NA,
373,condition1,practice,practice_2,302,lai,ambiguous,,0,NA,
373,condition1,practice,practice_3,303,lai,ambiguous,,0,NA,
373,condition1,practice,practice_4,304,ba,correct,,0,NA,
373,condition1,0,juede_contrastive,16,觉得,juede,3864,1,juede,
373,condition1,0,yiwei_unclear,101,以为,yiwei,8891,2,yiwei,
373,condition1,0,yiwei_contrastive,1,觉得,juede,3215,3,yiwei,
373,condition1,0,juede_contrastive,17,以为,yiwei,4388,4,juede,
373,condition1,0,filler,908,拆桥,correct,2987,5,filler,
373,condition1,0,juede_unclear,114,以为,yiwei,14722,6,juede,
373,condition1,0,yiwei_contrastive,5,以为,yiwei,2962,7,yiwei,
373,condition1,0,juede_unclear,120,觉得,juede,3833,8,juede,
373,condition1,0,filler,903,以后,correct,2421,9,filler,
373,condition1,0,yiwei_unclear,102,以为,yiwei,10867,10,yiwei,
373,condition1,1,yiwei_unclear,108,以为,yiwei,6992,11,yiwei,
373,condition1,1,yiwei_contrastive,2,以为,yiwei,7010,12,yiwei,
373,condition1,1,juede_unclear,119,觉得,juede,5030,13,juede,
373,condition1,1,yiwei_contrastive,3,以为,yiwei,5965,14,yiwei,
373,condition1,1,juede_contrastive,13,以为,yiwei,7184,15,juede,
373,condition1,1,juede_contrastive,15,以为,yiwei,9304,16,juede,
373,condition1,1,filler,901,以前,correct,2880,17,filler,
373,condition1,1,juede_unclear,115,觉得,juede,6418,18,juede,
373,condition1,1,filler,905,桃源,correct,2616,19,filler,
373,condition1,1,yiwei_unclear,105,以为,yiwei,6900,20,yiwei,
373,condition1,2,juede_contrastive,19,觉得,juede,2778,21,juede,
373,condition1,2,yiwei_contrastive,10,以为,yiwei,4067,22,yiwei,
373,condition1,2,filler,910,作气,correct,2403,23,filler,
373,condition1,2,juede_contrastive,18,以为,yiwei,3502,24,juede,
373,condition1,2,yiwei_unclear,110,以为,yiwei,10206,25,yiwei,
373,condition1,2,juede_unclear,116,觉得,juede,6175,26,juede,
373,condition1,2,juede_unclear,112,觉得,juede,4058,27,juede,
373,condition1,2,filler,904,以后,correct,4483,28,filler,
373,condition1,2,yiwei_contrastive,7,觉得,juede,4262,29,yiwei,
373,condition1,2,yiwei_unclear,104,以为,yiwei,6834,30,yiwei,
373,condition1,3,yiwei_contrastive,6,觉得,juede,7975,31,yiwei,
373,condition1,3,juede_unclear,111,觉得,juede,2693,32,juede,
373,condition1,3,filler,907,谈兵,correct,2944,33,filler,
373,condition1,3,yiwei_unclear,109,以为,yiwei,2209,34,yiwei,
373,condition1,3,juede_contrastive,11,觉得,juede,3621,35,juede,
373,condition1,3,juede_unclear,117,以为,yiwei,2859,36,juede,
373,condition1,3,yiwei_contrastive,8,以为,yiwei,3806,37,yiwei,
373,condition1,3,filler,909,画蛇,correct,5409,38,filler,
373,condition1,3,yiwei_unclear,106,觉得,juede,5466,39,yiwei,
373,condition1,3,juede_contrastive,20,觉得,juede,7888,40,juede,
373,condition1,4,filler,906,点睛,correct,3291,41,filler,
373,condition1,4,juede_unclear,118,觉得,juede,4229,42,juede,
373,condition1,4,juede_contrastive,14,觉得,juede,5325,43,juede,
373,condition1,4,juede_contrastive,12,觉得,juede,2250,44,juede,
373,condition1,4,filler,902,以前,correct,2850,45,filler,
373,condition1,4,yiwei_unclear,103,以为,yiwei,5146,46,yiwei,
373,condition1,4,yiwei_contrastive,4,觉得,juede,5758,47,yiwei,
373,condition1,4,juede_unclear,113,觉得,juede,2533,48,juede,
373,condition1,4,yiwei_contrastive,9,以为,yiwei,3733,49,yiwei,
373,condition1,4,yiwei_unclear,107,以为,yiwei,3029,50,yiwei,
293,condition1,practice,practice_1,301,bei,correct,,0,NA,
293,condition1,practice,practice_2,302,lai,ambiguous,,0,NA,
293,condition1,practice,practice_3,303,lai,ambiguous,,0,NA,
293,condition1,practice,practice_4,304,ba,correct,,0,NA,
293,condition1,0,yiwei_contrastive,6,以为,yiwei,8679,1,yiwei,
293,condition1,0,filler,907,谈兵,correct,4386,2,filler,
293,condition1,0,juede_unclear,115,觉得,juede,9945,3,juede,
293,condition1,0,yiwei_unclear,108,觉得,juede,11154,4,yiwei,
293,condition1,0,filler,901,以前,correct,9908,5,filler,
293,condition1,0,juede_contrastive,15,以为,yiwei,13233,6,juede,
293,condition1,0,juede_unclear,117,以为,yiwei,5304,7,juede,
293,condition1,0,juede_contrastive,18,觉得,juede,12995,8,juede,
293,condition1,0,yiwei_unclear,104,以为,yiwei,6758,9,yiwei,
293,condition1,0,yiwei_contrastive,2,以为,yiwei,4837,10,yiwei,
293,condition1,1,yiwei_unclear,107,以为,yiwei,9168,11,yiwei,
293,condition1,1,filler,909,画蛇,correct,7251,12,filler,
293,condition1,1,yiwei_contrastive,9,觉得,juede,5470,13,yiwei,
293,condition1,1,juede_unclear,116,觉得,juede,6979,14,juede,
293,condition1,1,juede_unclear,120,觉得,juede,11554,15,juede,
293,condition1,1,yiwei_unclear,110,以为,yiwei,8181,16,yiwei,
293,condition1,1,juede_contrastive,13,以为,yiwei,12106,17,juede,
293,condition1,1,filler,906,点睛,correct,6005,18,filler,
293,condition1,1,yiwei_contrastive,5,以为,yiwei,5341,19,yiwei,
293,condition1,1,juede_contrastive,17,觉得,juede,6208,20,juede,
293,condition1,2,yiwei_unclear,106,觉得,juede,12583,21,yiwei,
293,condition1,2,yiwei_unclear,101,以为,yiwei,4837,22,yiwei,
293,condition1,2,yiwei_contrastive,10,以为,yiwei,5924,23,yiwei,
293,condition1,2,juede_unclear,114,觉得,juede,14693,24,juede,
293,condition1,2,yiwei_contrastive,8,以为,yiwei,5890,25,yiwei,
293,condition1,2,juede_contrastive,11,觉得,juede,5973,26,juede,
293,condition1,2,juede_unclear,119,觉得,juede,16022,27,juede,
293,condition1,2,filler,905,桃源,correct,6059,28,filler,
293,condition1,2,filler,908,拆桥,correct,4942,29,filler,
293,condition1,2,juede_contrastive,19,觉得,juede,5974,30,juede,
293,condition1,3,juede_unclear,118,觉得,juede,5225,31,juede,
293,condition1,3,yiwei_unclear,109,以为,yiwei,4436,32,yiwei,
293,condition1,3,juede_contrastive,16,觉得,juede,4475,33,juede,
293,condition1,3,juede_contrastive,14,觉得,juede,5753,34,juede,
293,condition1,3,filler,903,以后,correct,4358,35,filler,
293,condition1,3,filler,910,作气,correct,5255,36,filler,
293,condition1,3,yiwei_contrastive,1,以为,yiwei,5008,37,yiwei,
293,condition1,3,juede_unclear,111,觉得,juede,4811,38,juede,
293,condition1,3,yiwei_unclear,105,以为,yiwei,7207,39,yiwei,
293,condition1,3,yiwei_contrastive,4,以为,yiwei,4191,40,yiwei,
293,condition1,4,yiwei_unclear,103,以为,yiwei,6715,41,yiwei,
293,condition1,4,yiwei_contrastive,7,觉得,juede,4872,42,yiwei,
293,condition1,4,juede_contrastive,12,觉得,juede,3974,43,juede,
293,condition1,4,filler,902,以前,correct,4741,44,filler,
293,condition1,4,yiwei_unclear,102,觉得,juede,5627,45,yiwei,
293,condition1,4,juede_unclear,112,觉得,juede,4978,46,juede,
293,condition1,4,filler,904,以后,correct,5624,47,filler,
293,condition1,4,juede_unclear,113,觉得,juede,3052,48,juede,
293,condition1,4,yiwei_contrastive,3,以为,yiwei,4474,49,yiwei,
293,condition1,4,juede_contrastive,20,以为,yiwei,11639,50,juede,
368,condition1,practice,practice_1,301,bei,correct,,0,NA,
368,condition1,practice,practice_2,302,lai,ambiguous,,0,NA,
368,condition1,practice,practice_3,303,qu,ambiguous,,0,NA,
368,condition1,practice,practice_4,304,ba,correct,,0,NA,
368,condition1,0,yiwei_unclear,109,以为,yiwei,4046,1,yiwei,
368,condition1,0,yiwei_contrastive,7,觉得,juede,3500,2,yiwei,
368,condition1,0,juede_unclear,115,觉得,juede,3533,3,juede,
368,condition1,0,filler,905,桃源,correct,4584,4,filler,
368,condition1,0,juede_contrastive,16,觉得,juede,4003,5,juede,
368,condition1,0,juede_contrastive,13,以为,yiwei,3631,6,juede,
368,condition1,0,filler,909,画蛇,correct,5268,7,filler,
368,condition1,0,yiwei_unclear,107,觉得,juede,5650,8,yiwei,
368,condition1,0,yiwei_contrastive,10,以为,yiwei,3915,9,yiwei,
368,condition1,0,juede_unclear,111,觉得,juede,3853,10,juede,
368,condition1,1,yiwei_unclear,103,以为,yiwei,2847,11,yiwei,
368,condition1,1,juede_unclear,113,觉得,juede,2900,12,juede,
368,condition1,1,filler,903,以后,correct,2852,13,filler,
368,condition1,1,yiwei_contrastive,4,以为,yiwei,4465,14,yiwei,
368,condition1,1,juede_contrastive,11,觉得,juede,4700,15,juede,
368,condition1,1,juede_unclear,114,觉得,juede,7117,16,juede,
368,condition1,1,yiwei_contrastive,8,以为,yiwei,3216,17,yiwei,
368,condition1,1,filler,902,以前,correct,3567,18,filler,
368,condition1,1,yiwei_unclear,108,以为,yiwei,6250,19,yiwei,
368,condition1,1,juede_contrastive,15,以为,yiwei,5200,20,juede,
368,condition1,2,filler,904,以后,correct,4050,21,filler,
368,condition1,2,juede_unclear,120,觉得,juede,4234,22,juede,
368,condition1,2,yiwei_contrastive,5,以为,yiwei,2500,23,yiwei,
368,condition1,2,yiwei_unclear,106,以为,yiwei,7250,24,yiwei,
368,condition1,2,juede_contrastive,20,觉得,juede,6717,25,juede,
368,condition1,2,juede_unclear,119,觉得,juede,4401,26,juede,
368,condition1,2,filler,907,谈兵,correct,2966,27,filler,
368,condition1,2,yiwei_contrastive,6,觉得,juede,5800,28,yiwei,
368,condition1,2,juede_contrastive,12,觉得,juede,2668,29,juede,
368,condition1,2,yiwei_unclear,110,以为,yiwei,7854,30,yiwei,
368,condition1,3,filler,908,拆桥,correct,3468,31,filler,
368,condition1,3,juede_contrastive,18,觉得,juede,6196,32,juede,
368,condition1,3,yiwei_contrastive,1,以为,yiwei,3717,33,yiwei,
368,condition1,3,yiwei_unclear,104,以为,yiwei,6517,34,yiwei,
368,condition1,3,yiwei_unclear,101,以为,yiwei,5019,35,yiwei,
368,condition1,3,yiwei_contrastive,9,觉得,juede,2898,36,yiwei,
368,condition1,3,filler,906,点睛,correct,3650,37,filler,
368,condition1,3,juede_unclear,117,以为,yiwei,4151,38,juede,
368,condition1,3,juede_unclear,116,觉得,juede,6432,39,juede,
368,condition1,3,juede_contrastive,14,觉得,juede,8762,40,juede,
368,condition1,4,yiwei_unclear,105,以为,yiwei,4255,41,yiwei,
368,condition1,4,yiwei_contrastive,2,以为,yiwei,3684,42,yiwei,
368,condition1,4,yiwei_unclear,102,觉得,juede,2700,43,yiwei,
368,condition1,4,juede_contrastive,19,觉得,juede,6883,44,juede,
368,condition1,4,yiwei_contrastive,3,以为,yiwei,5750,45,yiwei,
368,condition1,4,juede_unclear,112,觉得,juede,3488,46,juede,
368,condition1,4,filler,901,以前,correct,4013,47,filler,
368,condition1,4,juede_contrastive,17,以为,yiwei,4016,48,juede,
368,condition1,4,filler,910,作气,correct,3083,49,filler,
368,condition1,4,juede_unclear,118,觉得,juede,4066,50,juede,
338,condition1,practice,practice_1,301,bei,correct,,0,NA,
338,condition1,practice,practice_2,302,lai,ambiguous,,0,NA,
338,condition1,practice,practice_3,303,lai,ambiguous,,0,NA,
338,condition1,practice,practice_4,304,ba,correct,,0,NA,
338,condition1,0,filler,904,以后,correct,4352,1,filler,
338,condition1,0,juede_contrastive,11,觉得,juede,3919,2,juede,
338,condition1,0,yiwei_unclear,106,以为,yiwei,3826,3,yiwei,
338,condition1,0,yiwei_contrastive,1,以为,yiwei,3348,4,yiwei,
338,condition1,0,juede_contrastive,17,觉得,juede,4849,5,juede,
338,condition1,0,juede_unclear,119,觉得,juede,2880,6,juede,
338,condition1,0,filler,910,作气,correct,2429,7,filler,
338,condition1,0,juede_unclear,120,觉得,juede,4012,8,juede,
338,condition1,0,yiwei_unclear,102,觉得,juede,3048,9,yiwei,
338,condition1,0,yiwei_contrastive,4,觉得,juede,3287,10,yiwei,
338,condition1,1,filler,905,桃源,correct,2876,11,filler,
338,condition1,1,filler,909,画蛇,correct,3946,12,filler,
338,condition1,1,juede_contrastive,13,以为,yiwei,3301,13,juede,
338,condition1,1,yiwei_unclear,108,以为,yiwei,2997,14,yiwei,
338,condition1,1,juede_contrastive,19,觉得,juede,3263,15,juede,
338,condition1,1,juede_unclear,115,觉得,juede,2434,16,juede,
338,condition1,1,yiwei_contrastive,8,觉得,juede,2785,17,yiwei,
338,condition1,1,yiwei_unclear,107,觉得,juede,2475,18,yiwei,
338,condition1,1,juede_unclear,117,以为,yiwei,2242,19,juede,
338,condition1,1,yiwei_contrastive,5,以为,yiwei,2096,20,yiwei,
338,condition1,2,juede_contrastive,12,觉得,juede,2448,21,juede,
338,condition1,2,juede_contrastive,20,以为,yiwei,4294,22,juede,
338,condition1,2,filler,907,谈兵,correct,2547,23,filler,
338,condition1,2,yiwei_unclear,103,以为,yiwei,2786,24,yiwei,
